,accel_x,accel_y,accel_z,rpm,speed_kmph,maf,map,iat,eng_load,eng_coolant_temp,fuel_level,on_time,timestamp_ms,vehicle_id,make,model,timestamp_utc
1282,,,,759,0,757,,39,61,139,125,4,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1292,,,,750,0,1035,,39,86,139,125,5,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1396,,,,876,1,1787,,,135,,132,15,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1500,,,,1047,22,852,,,54,,113,25,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1600,,,,1616,16,4462,,,177,,84,35,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1700,,,,1058,44,811,,,50,,128,45,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1800,,,,782,16,751,,,60,,83,55,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:07
1900,,,,537,0,639,,34,53,132,118,65,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:08
2000,,,,518,0,643,,,53,,119,75,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:08
2100,,,,521,0,637,,,53,,117,85,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:08
2200,,,,524,0,645,,,54,,113,95,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:08
2295,,,,594,1,2005,,,167,,116,105,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:08
2385,,,,1558,14,3737,,,153,,83,115,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:08
2468,,,,1604,47,5371,,33,215,132,144,125,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:09
2548,,,,763,34,684,,,55,,77,135,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:09
2628,,,,569,0,559,,,47,,98,145,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:09
2708,,,,519,0,646,,,54,,123,155,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:09
2788,,,,1139,11,3587,,,205,,137,166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:09
2868,,,,1839,55,6734,,,233,,152,176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:09
2948,,,,880,63,454,,33,35,131,98,186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:10
3028,,,,993,54,920,,,61,,107,196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:10
3108,,,,1386,64,2464,,,115,,123,206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:10
3188,,,,977,55,797,,,53,,89,216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:10
3268,,,,1730,53,6348,,,237,,126,226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:10
3348,,,,1128,71,3335,,,194,,133,236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:10
3428,,,,1442,73,3246,,32,138,133,111,246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:11
3508,,,,1124,64,1217,,,72,,113,256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:11
3588,,,,1021,54,995,,,63,,122,266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:11
3668,,,,917,18,662,,,47,,102,276,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:11
3748,,,,550,0,628,,,52,,104,286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:11
3828,,,,705,6,865,,,70,,117,296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:11
3908,,,,1645,31,6019,,33,233,133,150,306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:12
3988,,,,1070,42,1600,,,95,,123,316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:12
4068,,,,1609,47,4968,,,199,,106,326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:12
4148,,,,1672,49,5906,,,227,,116,336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:12
4228,,,,878,28,730,,,53,,73,346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:12
4308,,,,1123,23,856,,,50,,116,356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:12
4388,,,,575,5,549,,33,46,133,116,366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:13
4468,,,,1396,36,4395,,,205,,135,376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:13
4548,,,,1070,40,1009,,,62,,116,386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:13
4626,,,,548,0,674,,,55,,100,396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:13
4706,,,,547,0,651,,,54,,119,406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:13
4786,,,,545,0,685,,,57,,119,416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:13
4866,,,,515,1,627,,34,51,134,120,426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:14
4946,,,,521,0,621,,,51,,113,436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:14
5026,,,,2374,44,9219,,,243,,148,446,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:14
5106,,,,1368,64,1357,,,63,,113,456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:14
5186,,,,790,24,588,,,47,,66,466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:14
5266,,,,537,0,626,,,52,,111,476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:14
5346,,,,785,1,1766,,34,142,133,116,486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:15
5426,,,,1325,39,2835,,,140,,127,496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:15
5499,,,,1552,54,1449,,,59,,122,506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:15
5569,,,,1152,33,1196,,,68,,97,516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:15
5633,,,,590,0,807,,,67,,74,526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:15
5693,,,,530,0,618,,,51,,120,536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:15
5754,,,,524,0,612,,35,51,134,117,546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:16
5824,,,,526,0,620,,,51,,119,556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:16
5894,,,,1675,33,1659,,,64,,153,566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:16
5964,,,,1837,47,6634,,,231,,143,576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:16
6034,,,,968,54,464,,,31,,82,586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:16
6104,,,,1592,61,4182,,,171,,129,596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:16
6174,,,,1897,71,7333,,33,246,132,129,606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:17
6244,,,,1867,87,6257,,,212,,119,616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:17
6314,,,,1415,95,1701,,,77,,112,626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:17
6384,,,,1328,94,1351,,,66,,110,636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:17
6454,,,,1317,94,714,,,34,,106,646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:17
6524,,,,1324,95,1199,,,59,,109,656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:17
6594,,,,1384,98,3962,,31,186,131,119,666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:18
6664,,,,1547,105,5100,,,212,,113,676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:18
6734,,,,1609,108,5810,,,237,,108,686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:18
6804,,,,1549,108,5851,,,242,,114,696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:18
6877,,,,1980,108,7186,,,229,,127,706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:18
6957,,,,2034,112,7259,,,224,,123,716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:18
7037,,,,1659,115,5715,,28,221,131,114,726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:19
7117,,,,1721,116,3459,,,127,,112,736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:19
7197,,,,1647,115,1630,,,63,,109,746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:19
7277,,,,1591,114,858,,,34,,103,756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:19
7357,,,,1580,110,2209,,,93,,108,766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:19
7430,,,,1605,113,2436,,,92,,110,776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:19
7500,,,,1504,111,607,,29,26,129,83,786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:20
7570,,,,1492,106,1042,,,44,,99,796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:20
7640,,,,1513,104,1659,,,70,,105,806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:20
7710,,,,1380,96,5228,,,246,,121,816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:20
7780,,,,1479,104,4255,,,185,,116,826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:20
7856,,,,1426,103,588,,,26,,103,836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:20
7936,,,,1291,90,5181,,28,255,131,113,846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:21
8016,,,,1474,95,5012,,,218,,109,856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:21
8099,,,,1505,108,2055,,,104,,113,866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:21
8189,,,,1548,110,2772,,,120,,100,876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:21
8279,,,,1490,108,603,,,26,,100,886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:21
8369,,,,1453,98,5467,,,242,,101,896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:21
8459,,,,1469,97,5492,,28,240,130,111,906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:22
8549,,,,2061,103,7541,,,230,,115,916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:22
8639,,,,1509,106,1204,,,50,,106,926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:22
8729,,,,1528,104,3266,,,135,,107,936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:22
8819,,,,1593,108,2733,,,109,,110,946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:22
8909,,,,1644,111,3335,,,132,,106,956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:22
8999,,,,1662,111,4903,,27,202,131,112,966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:23
9089,,,,1708,117,3101,,,115,,113,976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:23
9179,,,,1678,120,668,,,25,,96,986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:23
9269,,,,1669,114,3625,,,141,,104,996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:23
9358,,,,1537,106,1561,,,63,,104,1006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:23
9448,,,,1492,106,2256,,,106,,113,1016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:23
9538,,,,1485,104,5728,,27,255,130,114,1026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:24
9628,,,,1620,107,2450,,,88,,109,1036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:24
9718,,,,1477,107,950,,,41,,108,1046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:24
9808,,,,1556,110,1217,,,50,,109,1056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:24
9895,,,,1457,106,1178,,,51,,110,1066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:24
9975,,,,1509,105,1361,,,58,,109,1076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:24
10055,,,,1536,103,2034,,28,76,130,97,1086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:25
10135,,,,1537,105,3688,,,153,,114,1096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:25
10215,,,,1571,106,3055,,,121,,104,1106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:25
10295,,,,1586,107,2209,,,86,,110,1116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:25
10375,,,,1638,107,4817,,,187,,101,1126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:25
10455,,,,1594,110,4128,,,165,,109,1136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:25
10535,,,,1564,105,2801,,27,114,131,111,1146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:26
10607,,,,1521,104,3408,,,144,,113,1156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:26
10677,,,,1455,100,2778,,,121,,109,1166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:26
10747,,,,1475,106,1003,,,43,,103,1176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:26
10817,,,,1664,109,5056,,,191,,107,1186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:26
10887,,,,1597,109,6063,,,240,,113,1196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:26
10962,,,,1575,110,4691,,27,191,131,111,1206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:27
11042,,,,1600,112,4774,,,190,,111,1216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:27
11122,,,,1561,109,3259,,,133,,100,1226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:27
11199,,,,1579,110,4742,,,190,,99,1236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:27
11269,,,,1679,115,1696,,,63,,108,1246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:27
11339,,,,1643,113,4561,,,176,,111,1256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:27
11409,,,,1676,112,2132,,27,71,130,102,1266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:28
11479,,,,1692,114,2767,,,100,,100,1276,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:28
11549,,,,1672,117,3459,,,131,,102,1286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:28
11619,,,,1672,114,3836,,,151,,100,1296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:28
11689,,,,1681,117,3408,,,126,,109,1306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:28
11759,,,,1624,116,760,,,29,,97,1316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:28
11829,,,,1651,113,2395,,27,89,129,103,1326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:29
11899,,,,1679,112,4246,,,161,,105,1336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:29
11969,,,,1625,111,2980,,,117,,104,1346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:29
12039,,,,1608,111,3688,,,143,,103,1356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:29
12102,,,,1624,111,5034,,,196,,108,1366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:29
12162,,,,1553,109,6004,,,247,,107,1376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:29
12222,,,,1986,108,6634,,27,217,131,117,1386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:30
12282,,,,1571,110,4310,,,175,,109,1396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:30
12342,,,,1536,109,919,,,38,,105,1406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:30
12402,,,,1641,108,4462,,,173,,95,1416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:30
12467,,,,1507,105,3378,,,145,,109,1426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:30
12537,,,,1504,106,1209,,,51,,98,1436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:30
12607,,,,1543,106,1934,,27,84,131,102,1446,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:31
12677,,,,1596,108,3802,,,152,,101,1456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:31
12747,,,,1647,112,2767,,,105,,98,1466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:31
12817,,,,1624,111,3364,,,131,,108,1476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:31
12888,,,,1626,110,2669,,,103,,104,1486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:31
12968,,,,1599,110,3579,,,144,,102,1496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:31
13048,,,,1572,108,2916,,27,118,130,105,1506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:32
13128,,,,1517,107,1386,,,58,,108,1516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:32
13208,,,,1578,107,2469,,,99,,110,1526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:32
13288,,,,1620,107,2598,,,102,,105,1536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:32
13368,,,,1399,102,750,,,34,,99,1546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:32
13448,,,,1400,98,4968,,,228,,112,1556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:32
13528,,,,1479,105,3632,,27,155,131,113,1566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:33
13607,,,,1569,108,3672,,,148,,102,1576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:33
13692,,,,1561,107,2059,,,83,,105,1586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:33
13782,,,,1611,111,5674,,,219,,110,1596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:33
13872,,,,1612,110,3452,,,134,,107,1606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:33
13962,,,,1560,109,4531,,,184,,105,1616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:33
14052,,,,1563,110,5851,,26,239,131,107,1626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:34
14141,,,,1529,109,845,,,35,,98,1636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:34
14231,,,,1537,106,1495,,,61,,100,1646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:34
14321,,,,1616,109,2939,,,115,,107,1656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:34
14411,,,,1544,107,3688,,,155,,107,1666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:34
14501,,,,1594,106,5228,,,208,,101,1676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:34
14591,,,,1513,107,736,,27,30,131,96,1686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:35
14680,,,,1186,88,481,,,26,,83,1696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:35
14760,,,,1358,97,1931,,,87,,109,1706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:35
14840,,,,1150,83,434,,,24,,67,1716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:35
14920,,,,1202,85,1114,,,60,,107,1726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:35
15000,,,,960,19,821,,,55,,37,1736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:35
15081,,,,579,0,566,,27,46,130,118,1746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:36
15171,,,,560,1,626,,,51,,121,1756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:36
15255,,,,1394,16,1600,,,73,,126,1766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:36
15335,,,,2137,49,7186,,,212,,141,1776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:36
15415,,,,1455,79,4173,,,182,,113,1786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:36
15495,,,,1185,84,564,,,31,,96,1796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:36
15570,,,,1098,40,6317,,28,255,133,63,1806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:37
15635,,,,1957,75,7759,,,247,,140,1816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:37
15695,,,,1315,85,3062,,,151,,108,1826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:37
15755,,,,1183,83,548,,,29,,94,1836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:37
15815,,,,1667,82,6585,,,248,,98,1846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:37
15875,,,,1683,93,3408,,,128,,116,1856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:37
15935,,,,1373,93,3452,,27,164,131,103,1866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:38
15995,,,,1366,97,5419,,,255,,106,1876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:38
16055,,,,1450,101,3313,,,145,,103,1886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:38
16115,,,,1472,101,1823,,,77,,103,1896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:38
16175,,,,958,69,515,,,36,,47,1906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:38
16235,,,,529,0,493,,,40,,80,1916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:38
16295,,,,565,3,723,,27,59,132,114,1926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:39
16355,,,,538,0,618,,,51,,101,1936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:39
16415,,,,539,0,629,,,52,,106,1946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:39
16475,,,,524,0,614,,,50,,110,1956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:39
16535,,,,868,2,1758,,,124,,104,1966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:39
16595,,,,1215,33,3489,,,187,,102,1976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:39
16655,,,,1357,64,4102,,28,197,132,123,1986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:40
16715,,,,1342,74,1265,,,61,,111,1996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:40
16775,,,,1796,70,3328,,,117,,104,2006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:40
16835,,,,1212,55,3861,,,202,,60,2016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:40
16900,,,,912,51,528,,,37,,60,2026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:40
16970,,,,1216,48,1506,,,80,,124,2036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:40
17040,,,,2033,38,5263,,28,163,132,103,2046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:41
17110,,,,1185,61,1307,,,71,,109,2056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:41
17180,,,,932,52,691,,,48,,87,2066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:41
17250,,,,1013,17,2869,,,189,,59,2076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:41
17329,,,,1146,21,879,,,49,,78,2086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:41
17409,,,,569,0,681,,,53,,73,2096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:41
17489,,,,560,2,556,,29,46,132,101,2106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 13:42
