,accel_x,accel_y,accel_z,rpm,speed_kmph,maf,map,iat,eng_load,eng_coolant_temp,fuel_level,on_time,timestamp_ms,vehicle_id,make,model,timestamp_utc
60774,,,,1879,103,6935,,,237,,68,8606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:47
60924,,,,1741,109,2629,,,112,,60,8616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:47
61074,,,,1598,110,3655,,,147,,53,8626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:47
61231,,,,1595,109,3371,,,132,,47,8636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:48
61397,,,,1538,109,3704,,30,155,131,50,8646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:48
61567,,,,1560,109,3625,,,148,,41,8656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:48
61736,,,,1613,110,3293,,,131,,39,8666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:48
61900,,,,1605,114,757,,,30,,39,8676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:48
62060,,,,1557,114,610,,,25,,41,8686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:48
62218,,,,1476,106,482,,,21,,35,8696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:49
62379,,,,1459,99,3720,,30,163,129,55,8706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:49
62529,,,,1541,101,4795,,,200,,48,8716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:49
62678,,,,1467,103,3133,,,138,,51,8726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:49
62829,,,,1442,102,5204,,,240,,58,8736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:49
62982,,,,1543,108,4502,,,186,,60,8746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:49
63144,,,,1598,112,1324,,,52,,39,8756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:50
63297,,,,1640,113,2543,,30,100,131,47,8766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:50
63447,,,,1519,108,2295,,,97,,46,8776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:50
63598,,,,1560,108,4701,,,194,,56,8786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:50
63758,,,,1592,113,5810,,,232,,63,8796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:50
63924,,,,1639,112,4013,,,160,,41,8806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:50
64083,,,,1591,112,3802,,,153,,49,8816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:51
64243,,,,1684,114,4701,,30,181,131,49,8826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:51
64412,,,,1625,114,3877,,,153,,47,8836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:51
64584,,,,1668,114,5851,,,226,,48,8846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:51
64764,,,,1659,115,2312,,,90,,48,8856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:51
64944,,,,1706,118,3996,,,153,,46,8866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:51
65125,,,,1641,114,3794,,,147,,44,8876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:52
65306,,,,1608,113,3996,,29,159,130,51,8886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:52
65486,,,,1576,112,4591,,,186,,51,8896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:52
65674,,,,1586,109,4860,,,194,,48,8906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:52
65865,,,,1553,107,5648,,,233,,50,8916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:52
66053,,,,1597,113,3886,,,154,,53,8926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:52
66243,,,,1632,112,1826,,,71,,39,8936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:53
66435,,,,1605,110,3430,,29,134,131,44,8946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:53
66624,,,,1616,112,2968,,,117,,55,8956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:53
66815,,,,1620,110,3811,,,149,,41,8966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:53
66999,,,,1466,105,954,,,42,,44,8976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:53
146,,,,1419,96,3970,,,178,,40,8986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:53
334,,,,1366,96,988,,,46,,45,8996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:54
512,,,,1384,98,1013,,30,48,130,43,9006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:54
694,,,,1520,100,3945,,,168,,46,9016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:54
874,,,,,94,,,,,,51,,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:54
1053,,,,934,66,523,,,37,,25,9036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:54
1232,,,,1497,79,3459,,,144,,68,9046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:54
1413,,,,869,55,576,,,42,,20,9056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:55
1585,,,,520,0,623,,30,51,132,35,9066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:55
1755,,,,519,0,621,,,51,,44,9076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:55
1925,,,,515,0,705,,,58,,48,9086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:55
2095,,,,518,0,614,,,51,,48,9096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:55
2267,,,,526,0,613,,,51,,48,9106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:55
2437,,,,519,0,629,,,52,,48,9116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:56
2606,,,,537,0,630,,31,52,135,48,9126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:56
2775,,,,527,0,626,,,51,,48,9136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:56
2939,,,,522,0,632,,,52,,48,9146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:56
3100,,,,523,0,633,,,52,,48,9156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:56
3270,,,,522,0,626,,,52,,48,9166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:56
3440,,,,606,0,630,,,52,,48,9176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:57
3609,,,,604,0,621,,33,52,135,48,9186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:57
3779,,,,607,0,638,,,53,,48,9196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:57
3950,,,,2210,43,7482,,,215,,68,9206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:57
4122,,,,1110,62,732,,,43,,43,9216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:57
4292,,,,880,50,544,,,40,,19,9226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:57
4461,,,,1851,36,6182,,,216,,35,9236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:58
4629,,,,1326,49,1739,,34,85,131,52,9246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:58
4786,,,,1632,62,6093,,,241,,68,9256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:58
4936,,,,1063,58,1302,,,81,,30,9266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:58
5246,,,,517,0,521,,,43,,30,9286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:58
5405,,,,2118,23,6019,,,181,,28,9296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:59
5565,,,,1245,42,4531,,34,243,132,46,9306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:59
5725,,,,1365,51,4031,,,192,,57,9316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:59
5885,,,,1608,56,3526,,,138,,51,9326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:59
6045,,,,801,45,572,,,44,,14,9336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:59
6205,,,,982,27,1416,,,106,,16,9346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 16:59
6358,,,,944,30,895,,,62,,51,9356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:00
6509,,,,1109,45,742,,34,44,131,59,9366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:00
6659,,,,1096,45,1098,,,66,,39,9376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:00
6806,,,,1304,44,3894,,,191,,36,9386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:00
6946,,,,1643,47,2533,,,100,,29,9396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:00
7086,,,,967,54,560,,,39,,19,9406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:00
7217,,,,924,51,605,,,43,,45,9416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:01
7338,,,,904,50,573,,34,40,132,21,9426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:01
7458,,,,858,20,533,,,41,,17,9436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:01
7578,,,,530,0,616,,,51,,53,9446,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:01
7698,,,,527,0,620,,,52,,48,9456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:01
7818,,,,2021,22,5431,,,169,,28,9466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:01
7938,,,,1735,32,4264,,,158,,22,9476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:02
8058,,,,1396,56,5012,,35,237,132,66,9486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:02
8178,,,,1113,57,3273,,,195,,30,9496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:02
8298,,,,1174,59,1699,,,94,,53,9506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:02
8428,,,,976,43,616,,,42,,32,9516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:02
8558,,,,1435,35,4075,,,186,,42,9526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:02
8688,,,,1166,48,667,,,38,,55,9536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:03
8818,,,,902,37,515,,35,38,131,36,9546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:03
8948,,,,1211,42,3696,,,202,,40,9556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:03
9078,,,,1111,50,772,,,46,,46,9566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:03
9208,,,,997,54,1090,,,73,,49,9576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:03
9338,,,,1064,57,1091,,,68,,48,9586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:03
9468,,,,1010,57,569,,,37,,50,9596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:04
9598,,,,1030,58,532,,34,34,130,50,9606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:04
9728,,,,1217,61,2963,,,140,,46,9616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:04
9858,,,,978,41,505,,,34,,25,9626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:04
9989,,,,1261,45,3919,,,205,,22,9636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:04
10129,,,,955,53,450,,,31,,39,9646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:04
10269,,,,1051,59,748,,,46,,54,9656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:05
10409,,,,1150,62,3042,,32,206,131,27,9666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:05
10549,,,,1015,58,2513,,,185,,38,9676,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:05
10688,,,,1148,62,1202,,,69,,35,9686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:05
10828,,,,1020,58,742,,,47,,44,9696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:05
11108,,,,912,18,811,,,58,,46,9716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:06
11243,,,,589,0,781,,33,65,131,28,9726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:06
11373,,,,661,8,764,,,64,,35,9736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:06
11503,,,,525,2,637,,,53,,45,9746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:06
11640,,,,531,0,639,,,53,,48,9756,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:06
11780,,,,1080,1,1538,,,94,,48,9766,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:06
11920,,,,536,0,486,,,40,,52,9776,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:07
12060,,,,589,0,589,,34,49,134,52,9786,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:07
12200,,,,608,0,605,,,50,,52,9796,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:07
12340,,,,594,0,604,,,50,,52,9806,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:07
12481,,,,594,0,604,,,51,,52,9816,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:07
12631,,,,609,0,609,,,51,,52,9826,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:07
12781,,,,610,0,632,,,53,,52,9836,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:08
12935,,,,606,0,637,,36,53,134,52,9846,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:08
13095,,,,597,0,606,,,50,,52,9856,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:08
13248,,,,590,0,609,,,51,,52,9866,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:08
13399,,,,593,0,621,,,52,,52,9876,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:08
13549,,,,540,0,668,,,56,,25,9886,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:08
13699,,,,519,1,618,,,52,,50,9896,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:09
13849,,,,1507,14,3819,,38,165,134,43,9906,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:09
13998,,,,1538,55,5661,,,238,,64,9916,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:09
14148,,,,907,50,456,,,33,,12,9926,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:09
14298,,,,1085,44,732,,,46,,32,9936,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:09
14448,,,,1263,49,4957,,,255,,36,9946,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:09
14598,,,,1428,75,5169,,,237,,67,9956,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:10
14748,,,,1803,95,6424,,35,233,132,68,9966,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:10
14898,,,,1454,103,1268,,,56,,45,9976,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:10
15044,,,,1451,99,2829,,,127,,51,9986,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:10
15183,,,,1432,100,5228,,,243,,50,9996,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:10
15323,,,,1420,99,1197,,,55,,42,10006,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:10
15463,,,,1450,96,4913,,,221,,39,10016,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:11
15603,,,,1461,98,3474,,33,154,131,38,10026,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:11
15743,,,,1463,94,3902,,,172,,40,10036,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:11
15896,,,,1354,96,1449,,,66,,36,10046,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:11
16048,,,,1388,92,3423,,,146,,45,10056,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:11
16198,,,,1406,93,2445,,,120,,44,10066,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:11
16348,,,,1074,77,670,,,42,,23,10076,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:12
16498,,,,851,46,577,,33,44,130,23,10086,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:12
16635,,,,1334,34,4795,,,237,,15,10096,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:12
16748,,,,1926,57,7223,,,236,,42,10106,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:12
16858,,,,1360,72,5056,,,242,,29,10116,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:12
16968,,,,2389,96,8593,,,223,,66,10126,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:12
17078,,,,1385,98,3786,,,182,,41,10136,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:13
17188,,,,1435,91,5892,,31,255,131,45,10146,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:13
17298,,,,1346,91,1292,,,61,,37,10156,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:13
17408,,,,1415,96,1664,,,75,,47,10166,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:13
17517,,,,1607,84,5810,,,233,,32,10176,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:13
17618,,,,1693,92,1643,,,62,,32,10186,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:13
17718,,,,1898,104,6409,,,217,,50,10196,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:14
17818,,,,1569,106,2192,,31,89,131,35,10206,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:14
17918,,,,1568,104,3357,,,138,,30,10216,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:14
18018,,,,1555,107,5810,,,243,,50,10226,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:14
18118,,,,1586,110,3452,,,140,,41,10236,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:14
18218,,,,1649,106,3153,,,121,,40,10246,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:14
18318,,,,1455,100,1515,,,67,,35,10256,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:15
18418,,,,1429,95,3928,,30,192,131,37,10266,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:15
18518,,,,1943,102,6750,,,221,,51,10276,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:15
18618,,,,1520,105,2106,,,89,,51,10286,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:15
18718,,,,1522,108,3617,,,155,,41,10296,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:15
18818,,,,1556,106,1620,,,66,,33,10306,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:15
18918,,,,1551,104,3049,,,124,,42,10316,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:16
19018,,,,1541,102,2404,,30,100,131,36,10326,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:16
19118,,,,1488,105,5702,,,250,,45,10336,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:16
19218,,,,1467,103,4255,,,188,,43,10346,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:16
19318,,,,1466,102,4137,,,182,,44,10356,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:16
19418,,,,1533,107,3911,,,164,,40,10366,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:16
19524,,,,1647,109,4541,,,177,,34,10376,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:17
19634,,,,1482,106,835,,29,36,131,35,10386,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:17
19744,,,,1598,105,5145,,,212,,44,10396,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:17
19863,,,,1667,109,3655,,,141,,41,10406,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:17
19973,,,,1624,107,5204,,,207,,36,10416,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:17
20083,,,,1559,104,3836,,,151,,40,10426,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:17
20193,,,,1517,101,4173,,,173,,39,10436,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:18
20303,,,,1549,104,4551,,30,191,130,39,10446,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:18
20413,,,,1584,104,4531,,,179,,40,10456,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:18
20523,,,,1441,102,3017,,,151,,34,10466,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:18
20633,,,,1542,106,5443,,,226,,42,10476,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:18
20743,,,,1522,107,1326,,,56,,36,10486,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:18
20853,,,,1559,103,3786,,,157,,40,10496,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:19
20963,,,,1522,104,3936,,30,167,131,42,10506,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:19
21073,,,,1495,102,1398,,,58,,33,10516,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:19
21183,,,,1291,77,4264,,,215,,30,10526,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:19
21293,,,,1149,81,1007,,,57,,37,10536,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:19
21403,,,,1439,86,5383,,,243,,33,10546,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:19
21518,,,,1318,81,4742,,,236,,48,10556,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:20
21638,,,,1098,79,417,,30,24,131,20,10566,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:20
21758,,,,821,47,569,,,44,,17,10576,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:20
21875,,,,1517,30,1036,,,44,,28,10586,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:20
21985,,,,555,3,562,,,48,,16,10596,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:20
22095,,,,529,0,624,,,52,,51,10606,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:20
22213,,,,524,0,630,,,52,,49,10616,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:21
22333,,,,523,0,620,,31,51,133,48,10626,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:21
22453,,,,528,0,623,,,52,,52,10636,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:21
22573,,,,525,0,618,,,51,,52,10646,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:21
22693,,,,1631,30,6287,,,246,,27,10656,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:21
22813,,,,867,48,1007,,,75,,8,10666,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:21
23063,,,,478,0,569,,32,47,134,28,10686,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:22
23191,,,,525,0,610,,,51,,37,10696,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:22
23297,,,,527,0,611,,,51,,37,10706,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:22
23397,,,,1846,34,4356,,,150,,23,10716,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:22
23497,,,,1047,59,579,,,37,,42,10726,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:22
23597,,,,2054,79,7502,,,233,,54,10736,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:23
23697,,,,1294,85,3852,,32,194,132,40,10746,1.56E+12,C_f42acfa01b52c500,Chevrolet,Suburban,6/6/19 17:23
