event_type,latitude,longitude,timestamp_ms,g_force,timestamp_utc,vin_trunc,vehicle_id
hard_accel,34.26592,-118.478714,1560923262457,0.36859944,2019-06-19 05:47:42,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.13484,-118.35862,1560923819456,0.3399054,2019-06-19 05:56:59,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.129765,-118.34816,1560923846456,0.39655632,2019-06-19 05:57:26,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.12686,-118.34525,1560923851456,0.3399054,2019-06-19 05:57:31,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.124207,-118.34312,1560923861456,0.42488176,2019-06-19 05:57:41,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.109367,-118.333466,1560923912456,0.36823085,2019-06-19 05:58:32,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.10782,-118.33122,1560923936456,0.3399054,2019-06-19 05:58:56,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.10747,-118.33071,1560923943456,0.39655632,2019-06-19 05:59:03,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09799,-118.33063,1560924195456,0.566509,2019-06-19 06:03:15,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.098,-118.33591,1560924239456,0.42488176,2019-06-19 06:03:59,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.09799,-118.33698,1560924244456,0.31157994,2019-06-19 06:04:04,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.099045,-118.34679,1560924470456,0.48153266,2019-06-19 06:07:50,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.0998,-118.34745,1560924487456,0.36823085,2019-06-19 06:08:07,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.0998,-118.34745,1560924494456,0.3399054,2019-06-19 06:08:14,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.098,-118.34634,1560924591456,0.31157994,2019-06-19 06:09:51,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.098,-118.346886,1560926945541,0.5705846,2019-06-19 06:49:05,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.098,-118.346886,1560926949456,0.59483445,2019-06-19 06:49:09,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09805,-118.35663,1560927019456,0.70813626,2019-06-19 06:50:19,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09807,-118.36047,1560927042456,0.31095803,2019-06-19 06:50:42,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09807,-118.36047,1560927050456,0.6798108,2019-06-19 06:50:50,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09798,-118.34373,1560927150456,0.36823085,2019-06-19 06:52:30,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09802,-118.32261,1560927388456,0.48153266,2019-06-19 06:56:28,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.09696,-118.31409,1560927465456,0.4532072,2019-06-19 06:57:45,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.091255,-118.30688,1560927499456,0.3399054,2019-06-19 06:58:19,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.075672,-118.27635,1560927569456,0.31157994,2019-06-19 06:59:29,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.070923,-118.26463,1560927601456,0.48153266,2019-06-19 07:00:01,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.066696,-118.25403,1560927640456,0.48153266,2019-06-19 07:00:40,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.066696,-118.25403,1560927643456,0.36823085,2019-06-19 07:00:43,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.062817,-118.24965,1560927670456,0.31157994,2019-06-19 07:01:10,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.0613,-118.25068,1560927679456,0.48153266,2019-06-19 07:01:19,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.056847,-118.25584,1560927695456,0.50985813,2019-06-19 07:01:35,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.05444,-118.25789,1560927700456,0.36823085,2019-06-19 07:01:40,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.051632,-118.26126,1560927722456,0.3399054,2019-06-19 07:02:02,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.04477,-118.25207,1560933345456,0.59483445,2019-06-19 08:35:45,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.04477,-118.25207,1560933348456,0.31157994,2019-06-19 08:35:48,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.044365,-118.25244,1560933376456,0.76478714,2019-06-19 08:36:16,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.044365,-118.25244,1560933380456,0.50985813,2019-06-19 08:36:20,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.042683,-118.254005,1560933384456,0.39655632,2019-06-19 08:36:24,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.042683,-118.254005,1560933386456,0.4532072,2019-06-19 08:36:26,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.042683,-118.254005,1560933388456,0.3399054,2019-06-19 08:36:28,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.04057,-118.25687,1560933399456,0.53818357,2019-06-19 08:36:39,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.04136,-118.25806,1560933409456,0.36823085,2019-06-19 08:36:49,2c3cdxl9xkh,C_e653693fa3ffba11
hard_brake,34.04136,-118.25806,1560933415456,0.566509,2019-06-19 08:36:55,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.04239,-118.25965,1560933482456,0.3399054,2019-06-19 08:38:02,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.044228,-118.26295,1560933512456,0.4532072,2019-06-19 08:38:32,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.042667,-118.26443,1560933564456,0.36823085,2019-06-19 08:39:24,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.042004,-118.26679,1560970114456,0.6514854,2019-06-19 18:48:34,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.043552,-118.265366,1560970133456,0.70813626,2019-06-19 18:48:53,2c3cdxl9xkh,C_e653693fa3ffba11
hard_accel,34.04687,-118.262215,1560970193456,0.31157994,2019-06-19 18:49:53,2c3cdxl9xkh,C_e653693fa3ffba11
